,Mobile,Title,Rating,Text,Sentiments
516,Samsung Galaxy M31s,Best Buy with few compromise,1.0,use last days review actually use pgone aspects pros canera excellent camera good low light photography megapixel uts wor inteli cam awesome display superfine even direct sunlight work excellent touch excellent phone look really cool hand smart pop feature also good ui good speaker sound good issue call call drip use airtel sim overall nice experience use phone research alot bury phone happy make choice con battery look like mah typically give days backup single charge phone alao give relatively less mah battery hop get little backup processor could better back cover phone hard find market,Very Positive
517,Samsung Galaxy M31s,Best mid range device to leave Chinese devices..,4.0,excellent device would enough word describe phone get prime amazon deliver time delight wonderful service amazon device masterpiece load awesome feature like click camera mah battery reverse charge bigger butter smooth super amoled display samsung start capture indian market ultimately allow us customers get rid data stealer spy chinese phone definitely go phone blindly,Very Positive
518,Samsung Galaxy M31s,hanging too slow Don't buy don't disappoint be careful. don't trust Amazon,4.0,buy anyone worst product waste money rs product much heat display quality low touch screen work camara worst like mp camara also trust amazon order credit card payment cancel order refund raise complaint amazon use purchase amazon samsung hang even instal single game,Very Negative
519,Samsung Galaxy M31s,Best buy for the price!,5.0,hi samsung buy amazon prime day sale place order th august day sale get next day noon pm kudos amazon india grab k coupon code hdfc discount order matte back cover matte temper glass come box also available near chennai delivery date th th aug pathetic take care sam like baby small review per knowledge hand good earlier use oneplus size wise bite bigger compare nord memory card slot dependency update phone first start felt bite heat later fine charge extensive usage gamer battery last hrs bluetooth earphone time charge happen mins intermediate usage earphone jack available compare nord better bluetooth earphone consume charge need charge earphones settings ocean settings wonderful touch sensor additional feature lock facilities indicator front face show notifications receive option find app usage statistics audio good clear audio need photo video excellent quality photos videos even x zoom front camera bite macro mode give great pic close shots slowmo super slowmo hyperlapse panaroma ar zone pure magical different feature front cam back cam reverse charge facility amaze box usb charge cable overall price worthy sooo many options edit corn gorilla glass fine th day purchase phone fall less height slip hand display borken handle care,Positive
520,Samsung Galaxy M31s,HONEST M31s. HONEST PERFORMANCE. HONEST PRICE.,5.0,honest review honest samsung phone write review use half month verdict base truly improve samsung series experience test usage build quality superior match series flagship premium classy look strong build budget amount hand small still find inch display good handle well manage one hand use also display fingerprint samsung superamoled display truly trust amaze view angle feature widevine l certification enjoy global dolby theatre experience find reliable p k level movie watch without distraction due infinite display give full screen ratio fingerprint side much faster expect take second also open even faceunlock faster battery main benefit midrange series maasive mah battery give enough juice nearly days continuously test camera time series honest job give us intelli camera mwgapixel single take feature samsung give advertise make stick samsung brand usage camera high find complaints focus shoot good color saturate well bright night shots macro shots r osm depth clarity megapixel develop model complaints processor use half month must say exynos work wonderful liquid speed combine lpddr x ram technology face lag pubg asphalt hight end game medium set good battery save ghz speed accomplish complaints budget spend sound quality use hours find speaker time samsung make much improve bass stereo miss earlier ear deliver ear pure dolby atmos clear precision crystal clear bass effect bang buck go thank amazon safe delivery,Very Positive
521,Samsung Galaxy M31s,The phone got dead just after the initial setup,1.0,share horrible experience amazon samsung phone arrive dead make multiple call email team get replace technician report confirm phone dead ask go refund product longer stock,Very Negative
522,Samsung Galaxy M31s,Jack of all trades!!,5.0,order prime day th august receive phone th august aspects phone par next segment display gorgeous lookwise feel like series phone fp sensor work well although store fingerprint camera overall good say camera centric phone obviously however good output mah battery w fast charge awesome get reverse charge well con felt till exclusion phone cover box might sound silly one guy use phone cover safer side cover unable use phone daily driver right come samsung much tpu cover cost rs actually without screen fp better specs retail around k make phone one kind dimension also use temper glass cant use back cover since cutout side mount fp scanner overall great phone value money say heavy gamer best choice around update review use phone weeks till book phone wait delivery back order moment,Negative
523,Samsung Galaxy M31s,Disappointed completely 😑,1.0,strongly recommend samsung make lot advertise really know wt make new compare series single take shoot option really useless people r look camera please buy modes camers picture blur mode perfomance mobile expectations turn selife mode really shock hd photo asian paint color wall really shock time samsung disappoint videos display also effective start series say game mobile really game mobile samsung pay nfc backcase l rather spend k suppose switch another model name blur mobile thank,Very Negative
524,Samsung Galaxy M31s,Screen blacked out in 2 days,5.0,purchase phone first day deliver amazon next day excellent serviceabout phoneused days screen black phone workingtried many things suggest amazon tech team still workingreplacement order place show days deliver next onenever expect quality samsung,Negative
525,Samsung Galaxy M31s,Strictly Satisfactory.  Definitely not a flagship experience.,1.0,initial impression use one day display gorgeous feel like high end device specs say mah battery power management mark without use power intensive app battery drain quite pronounce noticeable hopefully samsung release patch fix camera impressive good light condition result beautiful detail shots struggle bite low light condition overall quite ok price processor fastest job nothing complain fingerprint scanner decent back case box take time get new case deliver case necessary back panel quite slippery believe cost around k instead k want non chinese phone good option consider,Positive
526,Samsung Galaxy M31s,Best Buy with few compromise,1.0,use last days review actually use pgone aspects pros canera excellent camera good low light photography megapixel uts wor inteli cam awesome display superfine even direct sunlight work excellent touch excellent phone look really cool hand smart pop feature also good ui good speaker sound good issue call call drip use airtel sim overall nice experience use phone research alot bury phone happy make choice con battery look like mah typically give days backup single charge phone alao give relatively less mah battery hop get little backup processor could better back cover phone hard find market,Very Positive
527,Samsung Galaxy M31s,Best mid range device to leave Chinese devices..,4.0,excellent device would enough word describe phone get prime amazon deliver time delight wonderful service amazon device masterpiece load awesome feature like click camera mah battery reverse charge bigger butter smooth super amoled display samsung start capture indian market ultimately allow us customers get rid data stealer spy chinese phone definitely go phone blindly,Very Positive
528,Samsung Galaxy M31s,hanging too slow Don't buy don't disappoint be careful. don't trust Amazon,4.0,buy anyone worst product waste money rs product much heat display quality low touch screen work camara worst like mp camara also trust amazon order credit card payment cancel order refund raise complaint amazon use purchase amazon samsung hang even instal single game,Very Negative
529,Samsung Galaxy M31s,Best buy for the price!,5.0,hi samsung buy amazon prime day sale place order th august day sale get next day noon pm kudos amazon india grab k coupon code hdfc discount order matte back cover matte temper glass come box also available near chennai delivery date th th aug pathetic take care sam like baby small review per knowledge hand good earlier use oneplus size wise bite bigger compare nord memory card slot dependency update phone first start felt bite heat later fine charge extensive usage gamer battery last hrs bluetooth earphone time charge happen mins intermediate usage earphone jack available compare nord better bluetooth earphone consume charge need charge earphones settings ocean settings wonderful touch sensor additional feature lock facilities indicator front face show notifications receive option find app usage statistics audio good clear audio need photo video excellent quality photos videos even x zoom front camera bite macro mode give great pic close shots slowmo super slowmo hyperlapse panaroma ar zone pure magical different feature front cam back cam reverse charge facility amaze box usb charge cable overall price worthy sooo many options edit corn gorilla glass fine th day purchase phone fall less height slip hand display borken handle care,Positive
530,Samsung Galaxy M31s,HONEST M31s. HONEST PERFORMANCE. HONEST PRICE.,5.0,honest review honest samsung phone write review use half month verdict base truly improve samsung series experience test usage build quality superior match series flagship premium classy look strong build budget amount hand small still find inch display good handle well manage one hand use also display fingerprint samsung superamoled display truly trust amaze view angle feature widevine l certification enjoy global dolby theatre experience find reliable p k level movie watch without distraction due infinite display give full screen ratio fingerprint side much faster expect take second also open even faceunlock faster battery main benefit midrange series maasive mah battery give enough juice nearly days continuously test camera time series honest job give us intelli camera mwgapixel single take feature samsung give advertise make stick samsung brand usage camera high find complaints focus shoot good color saturate well bright night shots macro shots r osm depth clarity megapixel develop model complaints processor use half month must say exynos work wonderful liquid speed combine lpddr x ram technology face lag pubg asphalt hight end game medium set good battery save ghz speed accomplish complaints budget spend sound quality use hours find speaker time samsung make much improve bass stereo miss earlier ear deliver ear pure dolby atmos clear precision crystal clear bass effect bang buck go thank amazon safe delivery,Very Positive
531,Samsung Galaxy M31s,The phone got dead just after the initial setup,1.0,share horrible experience amazon samsung phone arrive dead make multiple call email team get replace technician report confirm phone dead ask go refund product longer stock,Very Negative
532,Samsung Galaxy M31s,Jack of all trades!!,5.0,order prime day th august receive phone th august aspects phone par next segment display gorgeous lookwise feel like series phone fp sensor work well although store fingerprint camera overall good say camera centric phone obviously however good output mah battery w fast charge awesome get reverse charge well con felt till exclusion phone cover box might sound silly one guy use phone cover safer side cover unable use phone daily driver right come samsung much tpu cover cost rs actually without screen fp better specs retail around k make phone one kind dimension also use temper glass cant use back cover since cutout side mount fp scanner overall great phone value money say heavy gamer best choice around update review use phone weeks till book phone wait delivery back order moment,Negative
533,Samsung Galaxy M31s,Disappointed completely 😑,1.0,strongly recommend samsung make lot advertise really know wt make new compare series single take shoot option really useless people r look camera please buy modes camers picture blur mode perfomance mobile expectations turn selife mode really shock hd photo asian paint color wall really shock time samsung disappoint videos display also effective start series say game mobile really game mobile samsung pay nfc backcase l rather spend k suppose switch another model name blur mobile thank,Very Negative
534,Samsung Galaxy M31s,Screen blacked out in 2 days,5.0,purchase phone first day deliver amazon next day excellent serviceabout phoneused days screen black phone workingtried many things suggest amazon tech team still workingreplacement order place show days deliver next onenever expect quality samsung,Negative
535,Samsung Galaxy M31s,Strictly Satisfactory.  Definitely not a flagship experience.,1.0,initial impression use one day display gorgeous feel like high end device specs say mah battery power management mark without use power intensive app battery drain quite pronounce noticeable hopefully samsung release patch fix camera impressive good light condition result beautiful detail shots struggle bite low light condition overall quite ok price processor fastest job nothing complain fingerprint scanner decent back case box take time get new case deliver case necessary back panel quite slippery believe cost around k instead k want non chinese phone good option consider,Positive
536,Samsung Galaxy M31s,Best Buy with few compromise,1.0,use last days review actually use pgone aspects pros canera excellent camera good low light photography megapixel uts wor inteli cam awesome display superfine even direct sunlight work excellent touch excellent phone look really cool hand smart pop feature also good ui good speaker sound good issue call call drip use airtel sim overall nice experience use phone research alot bury phone happy make choice con battery look like mah typically give days backup single charge phone alao give relatively less mah battery hop get little backup processor could better back cover phone hard find market,Very Positive
537,Samsung Galaxy M31s,Best mid range device to leave Chinese devices..,4.0,excellent device would enough word describe phone get prime amazon deliver time delight wonderful service amazon device masterpiece load awesome feature like click camera mah battery reverse charge bigger butter smooth super amoled display samsung start capture indian market ultimately allow us customers get rid data stealer spy chinese phone definitely go phone blindly,Very Positive
538,Samsung Galaxy M31s,hanging too slow Don't buy don't disappoint be careful. don't trust Amazon,4.0,buy anyone worst product waste money rs product much heat display quality low touch screen work camara worst like mp camara also trust amazon order credit card payment cancel order refund raise complaint amazon use purchase amazon samsung hang even instal single game,Very Negative
539,Samsung Galaxy M31s,Best buy for the price!,5.0,hi samsung buy amazon prime day sale place order th august day sale get next day noon pm kudos amazon india grab k coupon code hdfc discount order matte back cover matte temper glass come box also available near chennai delivery date th th aug pathetic take care sam like baby small review per knowledge hand good earlier use oneplus size wise bite bigger compare nord memory card slot dependency update phone first start felt bite heat later fine charge extensive usage gamer battery last hrs bluetooth earphone time charge happen mins intermediate usage earphone jack available compare nord better bluetooth earphone consume charge need charge earphones settings ocean settings wonderful touch sensor additional feature lock facilities indicator front face show notifications receive option find app usage statistics audio good clear audio need photo video excellent quality photos videos even x zoom front camera bite macro mode give great pic close shots slowmo super slowmo hyperlapse panaroma ar zone pure magical different feature front cam back cam reverse charge facility amaze box usb charge cable overall price worthy sooo many options edit corn gorilla glass fine th day purchase phone fall less height slip hand display borken handle care,Positive
540,Samsung Galaxy M31s,HONEST M31s. HONEST PERFORMANCE. HONEST PRICE.,5.0,honest review honest samsung phone write review use half month verdict base truly improve samsung series experience test usage build quality superior match series flagship premium classy look strong build budget amount hand small still find inch display good handle well manage one hand use also display fingerprint samsung superamoled display truly trust amaze view angle feature widevine l certification enjoy global dolby theatre experience find reliable p k level movie watch without distraction due infinite display give full screen ratio fingerprint side much faster expect take second also open even faceunlock faster battery main benefit midrange series maasive mah battery give enough juice nearly days continuously test camera time series honest job give us intelli camera mwgapixel single take feature samsung give advertise make stick samsung brand usage camera high find complaints focus shoot good color saturate well bright night shots macro shots r osm depth clarity megapixel develop model complaints processor use half month must say exynos work wonderful liquid speed combine lpddr x ram technology face lag pubg asphalt hight end game medium set good battery save ghz speed accomplish complaints budget spend sound quality use hours find speaker time samsung make much improve bass stereo miss earlier ear deliver ear pure dolby atmos clear precision crystal clear bass effect bang buck go thank amazon safe delivery,Very Positive
541,Samsung Galaxy M31s,The phone got dead just after the initial setup,1.0,share horrible experience amazon samsung phone arrive dead make multiple call email team get replace technician report confirm phone dead ask go refund product longer stock,Very Negative
542,Samsung Galaxy M31s,Jack of all trades!!,5.0,order prime day th august receive phone th august aspects phone par next segment display gorgeous lookwise feel like series phone fp sensor work well although store fingerprint camera overall good say camera centric phone obviously however good output mah battery w fast charge awesome get reverse charge well con felt till exclusion phone cover box might sound silly one guy use phone cover safer side cover unable use phone daily driver right come samsung much tpu cover cost rs actually without screen fp better specs retail around k make phone one kind dimension also use temper glass cant use back cover since cutout side mount fp scanner overall great phone value money say heavy gamer best choice around update review use phone weeks till book phone wait delivery back order moment,Negative
543,Samsung Galaxy M31s,Disappointed completely 😑,1.0,strongly recommend samsung make lot advertise really know wt make new compare series single take shoot option really useless people r look camera please buy modes camers picture blur mode perfomance mobile expectations turn selife mode really shock hd photo asian paint color wall really shock time samsung disappoint videos display also effective start series say game mobile really game mobile samsung pay nfc backcase l rather spend k suppose switch another model name blur mobile thank,Very Negative
544,Samsung Galaxy M31s,Screen blacked out in 2 days,5.0,purchase phone first day deliver amazon next day excellent serviceabout phoneused days screen black phone workingtried many things suggest amazon tech team still workingreplacement order place show days deliver next onenever expect quality samsung,Negative
545,Samsung Galaxy M31s,Strictly Satisfactory.  Definitely not a flagship experience.,1.0,initial impression use one day display gorgeous feel like high end device specs say mah battery power management mark without use power intensive app battery drain quite pronounce noticeable hopefully samsung release patch fix camera impressive good light condition result beautiful detail shots struggle bite low light condition overall quite ok price processor fastest job nothing complain fingerprint scanner decent back case box take time get new case deliver case necessary back panel quite slippery believe cost around k instead k want non chinese phone good option consider,Positive
546,Samsung Galaxy M31s,Best Buy with few compromise,1.0,use last days review actually use pgone aspects pros canera excellent camera good low light photography megapixel uts wor inteli cam awesome display superfine even direct sunlight work excellent touch excellent phone look really cool hand smart pop feature also good ui good speaker sound good issue call call drip use airtel sim overall nice experience use phone research alot bury phone happy make choice con battery look like mah typically give days backup single charge phone alao give relatively less mah battery hop get little backup processor could better back cover phone hard find market,Very Positive
547,Samsung Galaxy M31s,Best mid range device to leave Chinese devices..,4.0,excellent device would enough word describe phone get prime amazon deliver time delight wonderful service amazon device masterpiece load awesome feature like click camera mah battery reverse charge bigger butter smooth super amoled display samsung start capture indian market ultimately allow us customers get rid data stealer spy chinese phone definitely go phone blindly,Very Positive
548,Samsung Galaxy M31s,hanging too slow Don't buy don't disappoint be careful. don't trust Amazon,4.0,buy anyone worst product waste money rs product much heat display quality low touch screen work camara worst like mp camara also trust amazon order credit card payment cancel order refund raise complaint amazon use purchase amazon samsung hang even instal single game,Very Negative
549,Samsung Galaxy M31s,Best buy for the price!,5.0,hi samsung buy amazon prime day sale place order th august day sale get next day noon pm kudos amazon india grab k coupon code hdfc discount order matte back cover matte temper glass come box also available near chennai delivery date th th aug pathetic take care sam like baby small review per knowledge hand good earlier use oneplus size wise bite bigger compare nord memory card slot dependency update phone first start felt bite heat later fine charge extensive usage gamer battery last hrs bluetooth earphone time charge happen mins intermediate usage earphone jack available compare nord better bluetooth earphone consume charge need charge earphones settings ocean settings wonderful touch sensor additional feature lock facilities indicator front face show notifications receive option find app usage statistics audio good clear audio need photo video excellent quality photos videos even x zoom front camera bite macro mode give great pic close shots slowmo super slowmo hyperlapse panaroma ar zone pure magical different feature front cam back cam reverse charge facility amaze box usb charge cable overall price worthy sooo many options edit corn gorilla glass fine th day purchase phone fall less height slip hand display borken handle care,Positive
550,Samsung Galaxy M31s,HONEST M31s. HONEST PERFORMANCE. HONEST PRICE.,5.0,honest review honest samsung phone write review use half month verdict base truly improve samsung series experience test usage build quality superior match series flagship premium classy look strong build budget amount hand small still find inch display good handle well manage one hand use also display fingerprint samsung superamoled display truly trust amaze view angle feature widevine l certification enjoy global dolby theatre experience find reliable p k level movie watch without distraction due infinite display give full screen ratio fingerprint side much faster expect take second also open even faceunlock faster battery main benefit midrange series maasive mah battery give enough juice nearly days continuously test camera time series honest job give us intelli camera mwgapixel single take feature samsung give advertise make stick samsung brand usage camera high find complaints focus shoot good color saturate well bright night shots macro shots r osm depth clarity megapixel develop model complaints processor use half month must say exynos work wonderful liquid speed combine lpddr x ram technology face lag pubg asphalt hight end game medium set good battery save ghz speed accomplish complaints budget spend sound quality use hours find speaker time samsung make much improve bass stereo miss earlier ear deliver ear pure dolby atmos clear precision crystal clear bass effect bang buck go thank amazon safe delivery,Very Positive
551,Samsung Galaxy M31s,The phone got dead just after the initial setup,1.0,share horrible experience amazon samsung phone arrive dead make multiple call email team get replace technician report confirm phone dead ask go refund product longer stock,Very Negative
552,Samsung Galaxy M31s,Jack of all trades!!,5.0,order prime day th august receive phone th august aspects phone par next segment display gorgeous lookwise feel like series phone fp sensor work well although store fingerprint camera overall good say camera centric phone obviously however good output mah battery w fast charge awesome get reverse charge well con felt till exclusion phone cover box might sound silly one guy use phone cover safer side cover unable use phone daily driver right come samsung much tpu cover cost rs actually without screen fp better specs retail around k make phone one kind dimension also use temper glass cant use back cover since cutout side mount fp scanner overall great phone value money say heavy gamer best choice around update review use phone weeks till book phone wait delivery back order moment,Negative
553,Samsung Galaxy M31s,Disappointed completely 😑,1.0,strongly recommend samsung make lot advertise really know wt make new compare series single take shoot option really useless people r look camera please buy modes camers picture blur mode perfomance mobile expectations turn selife mode really shock hd photo asian paint color wall really shock time samsung disappoint videos display also effective start series say game mobile really game mobile samsung pay nfc backcase l rather spend k suppose switch another model name blur mobile thank,Very Negative
554,Samsung Galaxy M31s,Screen blacked out in 2 days,5.0,purchase phone first day deliver amazon next day excellent serviceabout phoneused days screen black phone workingtried many things suggest amazon tech team still workingreplacement order place show days deliver next onenever expect quality samsung,Negative
555,Samsung Galaxy M31s,Strictly Satisfactory.  Definitely not a flagship experience.,1.0,initial impression use one day display gorgeous feel like high end device specs say mah battery power management mark without use power intensive app battery drain quite pronounce noticeable hopefully samsung release patch fix camera impressive good light condition result beautiful detail shots struggle bite low light condition overall quite ok price processor fastest job nothing complain fingerprint scanner decent back case box take time get new case deliver case necessary back panel quite slippery believe cost around k instead k want non chinese phone good option consider,Positive
556,Samsung Galaxy M31s,Best Buy with few compromise,1.0,use last days review actually use pgone aspects pros canera excellent camera good low light photography megapixel uts wor inteli cam awesome display superfine even direct sunlight work excellent touch excellent phone look really cool hand smart pop feature also good ui good speaker sound good issue call call drip use airtel sim overall nice experience use phone research alot bury phone happy make choice con battery look like mah typically give days backup single charge phone alao give relatively less mah battery hop get little backup processor could better back cover phone hard find market,Very Positive
557,Samsung Galaxy M31s,Best mid range device to leave Chinese devices..,4.0,excellent device would enough word describe phone get prime amazon deliver time delight wonderful service amazon device masterpiece load awesome feature like click camera mah battery reverse charge bigger butter smooth super amoled display samsung start capture indian market ultimately allow us customers get rid data stealer spy chinese phone definitely go phone blindly,Very Positive
558,Samsung Galaxy M31s,hanging too slow Don't buy don't disappoint be careful. don't trust Amazon,4.0,buy anyone worst product waste money rs product much heat display quality low touch screen work camara worst like mp camara also trust amazon order credit card payment cancel order refund raise complaint amazon use purchase amazon samsung hang even instal single game,Very Negative
559,Samsung Galaxy M31s,Best buy for the price!,5.0,hi samsung buy amazon prime day sale place order th august day sale get next day noon pm kudos amazon india grab k coupon code hdfc discount order matte back cover matte temper glass come box also available near chennai delivery date th th aug pathetic take care sam like baby small review per knowledge hand good earlier use oneplus size wise bite bigger compare nord memory card slot dependency update phone first start felt bite heat later fine charge extensive usage gamer battery last hrs bluetooth earphone time charge happen mins intermediate usage earphone jack available compare nord better bluetooth earphone consume charge need charge earphones settings ocean settings wonderful touch sensor additional feature lock facilities indicator front face show notifications receive option find app usage statistics audio good clear audio need photo video excellent quality photos videos even x zoom front camera bite macro mode give great pic close shots slowmo super slowmo hyperlapse panaroma ar zone pure magical different feature front cam back cam reverse charge facility amaze box usb charge cable overall price worthy sooo many options edit corn gorilla glass fine th day purchase phone fall less height slip hand display borken handle care,Positive
560,Samsung Galaxy M31s,HONEST M31s. HONEST PERFORMANCE. HONEST PRICE.,5.0,honest review honest samsung phone write review use half month verdict base truly improve samsung series experience test usage build quality superior match series flagship premium classy look strong build budget amount hand small still find inch display good handle well manage one hand use also display fingerprint samsung superamoled display truly trust amaze view angle feature widevine l certification enjoy global dolby theatre experience find reliable p k level movie watch without distraction due infinite display give full screen ratio fingerprint side much faster expect take second also open even faceunlock faster battery main benefit midrange series maasive mah battery give enough juice nearly days continuously test camera time series honest job give us intelli camera mwgapixel single take feature samsung give advertise make stick samsung brand usage camera high find complaints focus shoot good color saturate well bright night shots macro shots r osm depth clarity megapixel develop model complaints processor use half month must say exynos work wonderful liquid speed combine lpddr x ram technology face lag pubg asphalt hight end game medium set good battery save ghz speed accomplish complaints budget spend sound quality use hours find speaker time samsung make much improve bass stereo miss earlier ear deliver ear pure dolby atmos clear precision crystal clear bass effect bang buck go thank amazon safe delivery,Very Positive
561,Samsung Galaxy M31s,The phone got dead just after the initial setup,1.0,share horrible experience amazon samsung phone arrive dead make multiple call email team get replace technician report confirm phone dead ask go refund product longer stock,Very Negative
562,Samsung Galaxy M31s,Jack of all trades!!,5.0,order prime day th august receive phone th august aspects phone par next segment display gorgeous lookwise feel like series phone fp sensor work well although store fingerprint camera overall good say camera centric phone obviously however good output mah battery w fast charge awesome get reverse charge well con felt till exclusion phone cover box might sound silly one guy use phone cover safer side cover unable use phone daily driver right come samsung much tpu cover cost rs actually without screen fp better specs retail around k make phone one kind dimension also use temper glass cant use back cover since cutout side mount fp scanner overall great phone value money say heavy gamer best choice around update review use phone weeks till book phone wait delivery back order moment,Negative
563,Samsung Galaxy M31s,Disappointed completely 😑,1.0,strongly recommend samsung make lot advertise really know wt make new compare series single take shoot option really useless people r look camera please buy modes camers picture blur mode perfomance mobile expectations turn selife mode really shock hd photo asian paint color wall really shock time samsung disappoint videos display also effective start series say game mobile really game mobile samsung pay nfc backcase l rather spend k suppose switch another model name blur mobile thank,Very Negative
564,Samsung Galaxy M31s,Screen blacked out in 2 days,5.0,purchase phone first day deliver amazon next day excellent serviceabout phoneused days screen black phone workingtried many things suggest amazon tech team still workingreplacement order place show days deliver next onenever expect quality samsung,Negative
565,Samsung Galaxy M31s,Strictly Satisfactory.  Definitely not a flagship experience.,1.0,initial impression use one day display gorgeous feel like high end device specs say mah battery power management mark without use power intensive app battery drain quite pronounce noticeable hopefully samsung release patch fix camera impressive good light condition result beautiful detail shots struggle bite low light condition overall quite ok price processor fastest job nothing complain fingerprint scanner decent back case box take time get new case deliver case necessary back panel quite slippery believe cost around k instead k want non chinese phone good option consider,Positive
566,Samsung Galaxy M31s,Best Buy with few compromise,1.0,use last days review actually use pgone aspects pros canera excellent camera good low light photography megapixel uts wor inteli cam awesome display superfine even direct sunlight work excellent touch excellent phone look really cool hand smart pop feature also good ui good speaker sound good issue call call drip use airtel sim overall nice experience use phone research alot bury phone happy make choice con battery look like mah typically give days backup single charge phone alao give relatively less mah battery hop get little backup processor could better back cover phone hard find market,Very Positive
567,Samsung Galaxy M31s,Best mid range device to leave Chinese devices..,4.0,excellent device would enough word describe phone get prime amazon deliver time delight wonderful service amazon device masterpiece load awesome feature like click camera mah battery reverse charge bigger butter smooth super amoled display samsung start capture indian market ultimately allow us customers get rid data stealer spy chinese phone definitely go phone blindly,Very Positive
568,Samsung Galaxy M31s,hanging too slow Don't buy don't disappoint be careful. don't trust Amazon,4.0,buy anyone worst product waste money rs product much heat display quality low touch screen work camara worst like mp camara also trust amazon order credit card payment cancel order refund raise complaint amazon use purchase amazon samsung hang even instal single game,Very Negative
569,Samsung Galaxy M31s,Best buy for the price!,5.0,hi samsung buy amazon prime day sale place order th august day sale get next day noon pm kudos amazon india grab k coupon code hdfc discount order matte back cover matte temper glass come box also available near chennai delivery date th th aug pathetic take care sam like baby small review per knowledge hand good earlier use oneplus size wise bite bigger compare nord memory card slot dependency update phone first start felt bite heat later fine charge extensive usage gamer battery last hrs bluetooth earphone time charge happen mins intermediate usage earphone jack available compare nord better bluetooth earphone consume charge need charge earphones settings ocean settings wonderful touch sensor additional feature lock facilities indicator front face show notifications receive option find app usage statistics audio good clear audio need photo video excellent quality photos videos even x zoom front camera bite macro mode give great pic close shots slowmo super slowmo hyperlapse panaroma ar zone pure magical different feature front cam back cam reverse charge facility amaze box usb charge cable overall price worthy sooo many options edit corn gorilla glass fine th day purchase phone fall less height slip hand display borken handle care,Positive
570,Samsung Galaxy M31s,HONEST M31s. HONEST PERFORMANCE. HONEST PRICE.,5.0,honest review honest samsung phone write review use half month verdict base truly improve samsung series experience test usage build quality superior match series flagship premium classy look strong build budget amount hand small still find inch display good handle well manage one hand use also display fingerprint samsung superamoled display truly trust amaze view angle feature widevine l certification enjoy global dolby theatre experience find reliable p k level movie watch without distraction due infinite display give full screen ratio fingerprint side much faster expect take second also open even faceunlock faster battery main benefit midrange series maasive mah battery give enough juice nearly days continuously test camera time series honest job give us intelli camera mwgapixel single take feature samsung give advertise make stick samsung brand usage camera high find complaints focus shoot good color saturate well bright night shots macro shots r osm depth clarity megapixel develop model complaints processor use half month must say exynos work wonderful liquid speed combine lpddr x ram technology face lag pubg asphalt hight end game medium set good battery save ghz speed accomplish complaints budget spend sound quality use hours find speaker time samsung make much improve bass stereo miss earlier ear deliver ear pure dolby atmos clear precision crystal clear bass effect bang buck go thank amazon safe delivery,Very Positive
571,Samsung Galaxy M31s,The phone got dead just after the initial setup,1.0,share horrible experience amazon samsung phone arrive dead make multiple call email team get replace technician report confirm phone dead ask go refund product longer stock,Very Negative
572,Samsung Galaxy M31s,Jack of all trades!!,5.0,order prime day th august receive phone th august aspects phone par next segment display gorgeous lookwise feel like series phone fp sensor work well although store fingerprint camera overall good say camera centric phone obviously however good output mah battery w fast charge awesome get reverse charge well con felt till exclusion phone cover box might sound silly one guy use phone cover safer side cover unable use phone daily driver right come samsung much tpu cover cost rs actually without screen fp better specs retail around k make phone one kind dimension also use temper glass cant use back cover since cutout side mount fp scanner overall great phone value money say heavy gamer best choice around update review use phone weeks till book phone wait delivery back order moment,Negative
573,Samsung Galaxy M31s,Disappointed completely 😑,1.0,strongly recommend samsung make lot advertise really know wt make new compare series single take shoot option really useless people r look camera please buy modes camers picture blur mode perfomance mobile expectations turn selife mode really shock hd photo asian paint color wall really shock time samsung disappoint videos display also effective start series say game mobile really game mobile samsung pay nfc backcase l rather spend k suppose switch another model name blur mobile thank,Very Negative
574,Samsung Galaxy M31s,Screen blacked out in 2 days,5.0,purchase phone first day deliver amazon next day excellent serviceabout phoneused days screen black phone workingtried many things suggest amazon tech team still workingreplacement order place show days deliver next onenever expect quality samsung,Negative
575,Samsung Galaxy M31s,Strictly Satisfactory.  Definitely not a flagship experience.,1.0,initial impression use one day display gorgeous feel like high end device specs say mah battery power management mark without use power intensive app battery drain quite pronounce noticeable hopefully samsung release patch fix camera impressive good light condition result beautiful detail shots struggle bite low light condition overall quite ok price processor fastest job nothing complain fingerprint scanner decent back case box take time get new case deliver case necessary back panel quite slippery believe cost around k instead k want non chinese phone good option consider,Positive
576,Samsung Galaxy M31s,Best Buy with few compromise,1.0,use last days review actually use pgone aspects pros canera excellent camera good low light photography megapixel uts wor inteli cam awesome display superfine even direct sunlight work excellent touch excellent phone look really cool hand smart pop feature also good ui good speaker sound good issue call call drip use airtel sim overall nice experience use phone research alot bury phone happy make choice con battery look like mah typically give days backup single charge phone alao give relatively less mah battery hop get little backup processor could better back cover phone hard find market,Very Positive
577,Samsung Galaxy M31s,Best mid range device to leave Chinese devices..,4.0,excellent device would enough word describe phone get prime amazon deliver time delight wonderful service amazon device masterpiece load awesome feature like click camera mah battery reverse charge bigger butter smooth super amoled display samsung start capture indian market ultimately allow us customers get rid data stealer spy chinese phone definitely go phone blindly,Very Positive
578,Samsung Galaxy M31s,hanging too slow Don't buy don't disappoint be careful. don't trust Amazon,4.0,buy anyone worst product waste money rs product much heat display quality low touch screen work camara worst like mp camara also trust amazon order credit card payment cancel order refund raise complaint amazon use purchase amazon samsung hang even instal single game,Very Negative
